날짜,최고기온,최저기온,평균기온,강수량,지역
2023-09-01,29.6,19.7,24.5,0.0,서울특별시
2023-09-02,30.8,19.7,25.4,0.0,서울특별시
2023-09-03,28.8,23.1,25.8,0.1,서울특별시
2023-09-04,30.2,24.3,27.0,0.3,서울특별시
2023-09-05,32.8,25.0,28.5,0.0,서울특별시
2023-09-06,32.1,24.0,27.9,0.0,서울특별시
2023-09-07,31.6,20.9,26.3,0.0,서울특별시
2023-09-08,30.5,19.6,25.3,0.0,서울특별시
2023-09-09,31.2,20.8,25.8,0.0,서울특별시
2023-09-10,29.6,22.0,25.7,0.0,서울특별시
2023-09-11,29.8,23.1,25.5,0.0,서울특별시
2023-09-12,29.8,21.7,25.7,0.0,서울특별시
2023-09-13,24.6,19.6,22.1,15.9,서울특별시
2023-09-14,27.2,19.2,23.4,0.0,서울특별시
2023-09-15,24.3,20.3,22.3,2.1,서울특별시
2023-09-16,26.6,22.0,23.9,38.7,서울특별시
2023-09-17,28.0,22.0,24.7,3.0,서울특별시
2023-09-18,28.9,22.1,24.7,0.0,서울특별시
2023-09-19,27.2,21.6,24.1,0.0,서울특별시
2023-09-20,23.9,18.8,20.6,35.8,서울특별시
2023-09-21,23.6,17.5,20.1,0.0,서울특별시
2023-09-22,26.7,15.2,20.5,0.0,서울특별시
2023-09-23,27.6,16.3,21.8,0.0,서울특별시
2023-09-24,26.2,17.9,21.8,0.0,서울특별시
2023-09-25,26.0,17.9,21.6,1.9,서울특별시
2023-09-26,20.8,18.6,19.9,27.8,서울특별시
2023-09-27,23.7,20.0,21.5,4.4,서울특별시
2023-09-28,27.3,19.6,22.7,0.0,서울특별시
2023-09-29,26.9,17.4,21.1,0.0,서울특별시
2023-09-30,22.2,17.1,19.7,4.5,서울특별시
2023-10-01,23.7,14.4,18.4,0.0,서울특별시
2023-10-02,24.6,12.9,18.2,0.0,서울특별시
2023-10-03,22.5,14.4,17.5,0.0,서울특별시
2023-10-04,23.2,14.2,17.3,14.7,서울특별시
2023-10-05,19.2,9.9,14.2,0.0,서울특별시
2023-10-06,21.5,9.6,15.5,0.0,서울특별시
2023-10-07,21.2,11.7,16.8,0.0,서울특별시
2023-10-08,19.5,15.2,17.1,0.0,서울특별시
2023-10-09,22.4,14.1,17.4,1.2,서울특별시
2023-10-10,23.5,11.9,17.1,0.0,서울특별시
2023-10-11,24.0,12.9,17.6,0.0,서울특별시
2023-10-12,24.1,12.0,17.5,0.0,서울특별시
2023-10-13,21.5,14.3,17.5,0.0,서울특별시
2023-10-14,18.2,12.9,14.7,5.8,서울특별시
2023-10-15,21.2,10.9,16.1,0.0,서울특별시
2023-10-16,19.6,10.7,14.7,0.0,서울특별시
2023-10-17,20.9,7.5,13.8,0.0,서울특별시
2023-10-18,21.6,9.2,15.7,0.0,서울특별시
2023-10-19,18.9,14.9,17.0,8.2,서울특별시
2023-10-20,15.1,7.2,11.6,0.0,서울특별시
2023-10-21,16.6,5.9,10.4,1.1,서울특별시
2023-10-22,18.7,5.4,12.5,0.0,서울특별시
2023-10-23,21.4,11.1,15.2,0.0,서울특별시
2023-10-24,19.3,11.2,15.6,0.0,서울특별시
2023-10-25,21.9,12.7,16.6,0.0,서울특별시
2023-10-26,21.1,14.6,17.2,0.0,서울특별시
2023-10-27,20.2,12.6,15.7,0.0,서울특별시
2023-10-28,20.7,9.4,14.2,0.0,서울특별시
2023-10-29,21.8,9.8,14.9,0.0,서울특별시
2023-10-30,21.9,9.7,15.1,0.0,서울특별시
2023-10-31,20.8,12.7,16.5,0.0,서울특별시
2023-11-01,20.6,17.2,19.0,0.0,서울특별시
2023-11-02,25.9,18.7,20.8,0.0,서울특별시
2023-11-03,22.4,17.7,19.5,8.5,서울특별시
2023-11-04,20.9,14.1,17.4,0.0,서울특별시
2023-11-05,20.4,15.1,17.3,10.4,서울특별시
2023-11-06,19.3,6.6,13.3,45.8,서울특별시
2023-11-07,9.9,3.6,5.8,0.0,서울특별시
2023-11-08,16.1,1.8,8.4,0.0,서울특별시
2023-11-09,18.4,5.9,11.4,5.1,서울특별시
2023-11-10,9.1,0.5,3.4,0.0,서울특별시
2023-11-11,6.7,-1.9,1.7,0.0,서울특별시
2023-11-12,5.7,-2.0,1.2,0.0,서울특별시
2023-11-13,6.7,-2.2,2.0,0.0,서울특별시
2023-11-14,10.8,-0.8,5.0,0.0,서울특별시
2023-11-15,12.5,2.0,7.0,0.0,서울특별시
2023-11-16,7.4,5.7,6.6,8.4,서울특별시
2023-11-17,5.9,-1.9,1.6,0.0,서울특별시
2023-11-18,5.7,-3.8,0.6,0.0,서울특별시
2023-11-19,13.4,-0.3,5.9,0.0,서울특별시
2023-11-20,12.8,1.8,6.2,0.0,서울특별시
2023-11-21,14.8,1.4,7.4,0.0,서울특별시
2023-11-22,15.1,2.9,9.5,0.0,서울특별시
2023-11-23,14.6,1.9,9.9,0.1,서울특별시
2023-11-24,2.2,-4.4,-1.5,0.0,서울특별시
2023-11-25,4.0,-5.9,-1.3,0.0,서울특별시
2023-11-26,7.2,-0.1,4.0,0.0,서울특별시
2023-11-27,9.3,4.4,6.2,3.6,서울특별시
2023-11-28,5.2,-1.2,1.3,0.0,서울특별시
2023-11-29,3.0,-4.0,-1.4,0.0,서울특별시
2023-11-30,-0.5,-7.3,-4.3,0.0,서울특별시
2023-12-01,0.7,-6.8,-3.2,0.0,서울특별시
2023-12-02,8.0,-4.4,2.0,0.0,서울특별시
2023-12-03,6.0,-2.8,0.8,0.0,서울특별시
2023-12-04,9.4,-3.0,2.7,0.0,서울특별시
2023-12-05,12.6,3.8,6.8,0.0,서울특별시
2023-12-06,8.7,3.9,6.1,3.8,서울특별시
2023-12-07,11.4,0.8,6.6,0.0,서울특별시
2023-12-08,16.8,5.1,11.2,0.0,서울특별시
2023-12-09,16.2,11.7,13.7,0.0,서울특별시
2023-12-10,15.5,6.7,11.4,0.0,서울특별시
2023-12-11,12.3,5.0,8.9,11.4,서울특별시
2023-12-12,9.3,3.5,5.4,0.4,서울특별시
2023-12-13,10.3,2.6,6.8,0.0,서울특별시
2023-12-14,9.1,6.2,7.6,17.0,서울특별시
2023-12-15,6.2,3.7,4.9,31.1,서울특별시
2023-12-16,3.8,-9.9,-4.1,1.5,서울특별시
2023-12-17,-6.4,-12.4,-9.8,0.0,서울특별시
2023-12-18,-3.6,-12.2,-7.7,0.0,서울특별시
2023-12-19,0.2,-8.2,-3.7,0.3,서울특별시
2023-12-20,-2.1,-11.9,-7.4,0.8,서울특별시
2023-12-21,-8.0,-14.4,-11.7,0.0,서울특별시
2023-12-22,-8.0,-14.7,-11.6,0.0,서울특별시
2023-12-23,-0.9,-12.7,-6.8,0.0,서울특별시
2023-12-24,3.0,-5.6,-2.2,1.1,서울특별시
2023-12-25,2.1,-2.7,-0.7,0.7,서울특별시
2023-12-26,7.2,-2.6,1.9,0.0,서울특별시
2023-12-27,6.8,-2.8,1.5,0.0,서울특별시
2023-12-28,4.4,-1.7,1.2,0.0,서울특별시
2023-12-29,4.6,-1.5,1.3,0.0,서울특별시
2023-12-30,2.1,-0.9,0.6,13.1,서울특별시
2023-12-31,4.3,0.6,2.1,4.7,서울특별시
2024-01-01,7.3,-0.3,3.3,0.0,서울특별시
2024-01-02,4.3,2.2,2.9,0.0,서울특별시
2024-01-03,4.0,-1.1,1.8,0.6,서울특별시
2024-01-04,4.7,-3.3,1.4,0.0,서울특별시
2024-01-05,9.1,1.4,5.0,0.0,서울특별시
2024-01-06,5.2,-2.7,0.7,2.4,서울특별시
2024-01-07,-0.9,-8.3,-4.4,0.0,서울특별시
2024-01-08,0.0,-10.3,-4.7,0.0,서울특별시
2024-01-09,0.4,-1.9,-0.6,1.6,서울특별시
2024-01-10,3.3,-4.1,-1.0,0.0,서울특별시
2024-01-11,4.5,-2.4,1.7,0.0,서울특별시
2024-01-12,4.2,-1.4,0.9,0.0,서울특별시
2024-01-13,6.4,-3.8,0.4,0.0,서울특별시
2024-01-14,2.4,-3.3,-0.6,3.1,서울특별시
2024-01-15,0.9,-6.9,-3.7,0.0,서울특별시
2024-01-16,4.3,-7.2,-2.1,0.0,서울특별시
2024-01-17,1.9,-2.3,0.6,9.7,서울특별시
2024-01-18,9.4,1.4,4.5,0.5,서울특별시
2024-01-19,9.0,4.0,5.4,0.0,서울특별시
2024-01-20,4.9,1.9,3.4,0.4,서울특별시
2024-01-21,4.3,-2.4,1.7,0.4,서울특별시
2024-01-22,-2.4,-11.9,-8.7,0.2,서울특별시
2024-01-23,-8.2,-14.0,-11.7,0.0,서울특별시
2024-01-24,-3.7,-11.2,-8.0,0.0,서울특별시
2024-01-25,-0.5,-9.7,-5.3,0.0,서울특별시
2024-01-26,4.0,-6.9,-1.7,0.0,서울특별시
2024-01-27,4.6,-4.6,-0.5,0.0,서울특별시
2024-01-28,3.8,-5.0,-1.5,0.0,서울특별시
2024-01-29,4.6,-4.8,-0.4,0.0,서울특별시
2024-01-30,8.1,-4.0,1.4,0.0,서울특별시
2024-01-31,10.6,0.7,4.7,0.0,서울특별시
2024-02-01,8.2,-1.3,2.4,0.0,서울특별시
2024-02-02,7.9,0.7,3.1,0.0,서울특별시
2024-02-03,8.3,-0.2,4.7,0.0,서울특별시
2024-02-04,12.2,3.7,7.3,0.0,서울특별시
2024-02-05,6.6,0.1,2.7,3.9,서울특별시
2024-02-06,2.9,0.0,1.2,0.2,서울특별시
2024-02-07,2.7,-0.9,0.6,0.0,서울특별시
2024-02-08,6.2,-3.0,0.6,0.0,서울특별시
2024-02-09,6.1,-2.5,1.1,0.0,서울특별시
2024-02-10,7.4,-1.5,1.7,0.0,서울특별시
2024-02-11,5.5,-3.1,1.0,0.0,서울특별시
2024-02-12,10.5,-2.9,3.5,0.0,서울특별시
2024-02-13,13.7,2.0,8.2,0.0,서울특별시
2024-02-14,18.3,8.8,12.9,0.0,서울특별시
2024-02-15,11.6,0.6,4.5,10.9,서울특별시
2024-02-16,8.1,-1.5,2.3,0.0,서울특별시
2024-02-17,11.7,-1.2,4.4,0.0,서울특별시
2024-02-18,9.4,1.2,6.2,17.1,서울특별시
2024-02-19,11.9,4.2,9.1,8.9,서울특별시
2024-02-20,6.8,2.8,4.3,2.6,서울특별시
2024-02-21,4.0,0.0,1.9,17.8,서울특별시
2024-02-22,1.6,-1.1,0.2,8.8,서울특별시
2024-02-23,6.1,-1.0,1.8,0.4,서울특별시
2024-02-24,5.9,-1.3,2.0,2.3,서울특별시
2024-02-25,5.9,0.8,2.8,1.8,서울특별시
2024-02-26,9.7,-1.2,3.8,0.0,서울특별시
2024-02-27,9.8,1.2,5.3,0.0,서울특별시
2024-02-28,10.1,3.2,6.4,0.0,서울특별시
2024-02-29,9.6,0.3,4.8,0.0,서울특별시
2024-03-01,0.3,-7.1,-4.1,0.0,서울특별시
2024-03-02,4.1,-8.1,-0.5,0.0,서울특별시
2024-03-03,7.8,0.4,4.0,0.0,서울특별시
2024-03-04,11.7,-1.8,5.4,0.0,서울특별시
2024-03-05,11.0,5.5,8.0,0.0,서울특별시
2024-03-06,10.3,2.5,6.2,0.0,서울특별시
2024-03-07,8.2,1.2,3.9,2.1,서울특별시
2024-03-08,6.5,-0.7,2.1,0.0,서울특별시
2024-03-09,7.1,-2.1,2.0,0.0,서울특별시
2024-03-10,10.6,-1.8,4.2,0.0,서울특별시
2024-03-11,10.8,2.0,6.2,0.0,서울특별시
2024-03-12,10.0,4.4,6.6,2.1,서울특별시
2024-03-13,12.0,1.3,6.5,0.0,서울특별시
2024-03-14,15.4,3.4,8.5,0.0,서울특별시
2024-03-15,14.5,4.0,8.9,0.0,서울특별시
2024-03-16,18.3,4.4,10.9,0.0,서울특별시
2024-03-17,12.2,5.4,8.8,0.1,서울특별시
2024-03-18,13.2,1.4,7.1,0.0,서울특별시
2024-03-19,9.8,3.9,6.7,0.2,서울특별시
2024-03-20,8.7,1.2,4.4,0.0,서울특별시
2024-03-21,11.5,-1.2,5.0,0.0,서울특별시
2024-03-22,15.2,3.8,10.4,5.4,서울특별시
2024-03-23,18.2,9.3,13.0,0.1,서울특별시
2024-03-24,23.4,10.5,16.2,0.0,서울특별시
2024-03-25,14.5,6.7,10.6,5.1,서울특별시
2024-03-26,12.4,3.2,7.4,11.5,서울특별시
2024-03-27,16.2,4.4,10.4,0.0,서울특별시
2024-03-28,12.2,7.8,10.3,1.9,서울특별시
2024-03-29,12.3,5.0,7.6,1.4,서울특별시
2024-03-30,15.6,3.0,8.8,0.0,서울특별시
2024-03-31,17.7,3.4,10.6,0.0,서울특별시
2024-04-01,19.0,5.5,12.2,0.0,서울특별시
2024-04-02,23.9,7.0,15.4,0.0,서울특별시
2024-04-03,19.7,13.9,16.6,0.0,서울특별시
2024-04-04,20.3,12.4,15.5,0.0,서울특별시
2024-04-05,18.8,10.2,14.0,0.0,서울특별시
2024-04-06,18.9,8.0,12.7,0.0,서울특별시
2024-04-07,23.4,7.7,14.8,0.0,서울특별시
2024-04-08,22.8,11.0,16.2,0.0,서울특별시
2024-04-09,20.8,10.6,15.3,0.0,서울특별시
2024-04-10,18.5,10.2,13.8,0.0,서울특별시
2024-04-11,21.1,11.7,15.5,0.0,서울특별시
2024-04-12,24.2,12.0,17.2,0.0,서울특별시
2024-04-13,27.3,11.2,19.1,0.0,서울특별시
2024-04-14,29.4,13.6,20.8,0.0,서울특별시
2024-04-15,20.0,11.7,16.0,17.1,서울특별시
2024-04-16,17.9,11.5,13.3,2.3,서울특별시
2024-04-17,21.8,9.7,15.0,0.0,서울특별시
2024-04-18,24.9,10.7,17.3,0.0,서울특별시
2024-04-19,24.3,11.5,17.6,0.0,서울특별시
2024-04-20,17.2,13.0,14.9,4.8,서울특별시
2024-04-21,21.7,13.3,17.2,0.0,서울특별시
2024-04-22,24.1,15.0,18.8,0.0,서울특별시
2024-04-23,24.2,13.2,17.3,0.0,서울특별시
2024-04-24,16.5,11.0,13.2,9.0,서울특별시
2024-04-25,20.8,10.3,14.4,0.0,서울특별시
2024-04-26,26.0,11.4,17.8,0.0,서울특별시
2024-04-27,26.2,11.5,18.2,0.0,서울특별시
2024-04-28,28.9,13.0,20.7,0.0,서울특별시
2024-04-29,26.1,16.9,20.9,0.0,서울특별시
2024-04-30,22.5,16.0,18.6,0.0,서울특별시
2024-05-01,24.0,13.9,18.5,0.0,서울특별시
2024-05-02,23.7,12.4,18.1,0.0,서울특별시
2024-05-03,27.9,12.2,19.7,0.0,서울특별시
2024-05-04,28.5,14.6,21.4,0.0,서울특별시
2024-05-05,20.6,15.7,17.8,48.3,서울특별시
2024-05-06,15.7,13.4,13.9,12.3,서울특별시
2024-05-07,15.0,12.2,13.3,2.4,서울특별시
2024-05-08,21.4,9.0,14.7,0.0,서울특별시
2024-05-09,21.8,10.9,16.1,0.0,서울특별시
2024-05-10,23.8,12.5,17.9,0.0,서울특별시
2024-05-11,22.0,14.0,17.0,31.7,서울특별시
2024-05-12,21.6,11.9,16.6,0.0,서울특별시
2024-05-13,24.5,11.9,18.3,0.0,서울특별시
2024-05-14,24.7,12.7,18.8,0.0,서울특별시
2024-05-15,18.8,7.2,12.6,20.6,서울특별시
2024-05-16,19.8,6.9,13.7,0.1,서울특별시
2024-05-17,24.9,10.8,18.3,0.0,서울특별시
2024-05-18,26.5,16.0,20.7,0.0,서울특별시
2024-05-19,27.9,15.9,21.5,0.0,서울특별시
2024-05-20,22.8,16.8,19.4,0.0,서울특별시
2024-05-21,28.3,16.3,21.7,0.0,서울특별시
2024-05-22,25.5,16.4,20.5,0.0,서울특별시
2024-05-23,26.4,15.8,20.2,0.0,서울특별시
2024-05-24,24.7,15.7,20.1,0.0,서울특별시
2024-05-25,24.7,18.7,21.4,0.0,서울특별시
2024-05-26,23.7,17.0,19.9,8.7,서울특별시
2024-05-27,22.6,14.1,18.5,0.0,서울특별시
2024-05-28,26.1,14.3,20.4,0.0,서울특별시
2024-05-29,26.8,15.4,21.2,0.0,서울특별시
2024-05-30,24.6,16.2,20.7,0.0,서울특별시
2024-05-31,25.4,16.9,20.4,1.0,서울특별시
2024-06-01,25.2,17.5,20.7,0.0,서울특별시
2024-06-02,25.8,15.7,20.4,0.0,서울특별시
2024-06-03,28.7,15.7,22.2,0.0,서울특별시
2024-06-04,29.3,16.3,22.8,0.0,서울특별시
2024-06-05,30.1,18.1,23.6,0.0,서울특별시
2024-06-06,31.4,19.3,24.1,0.0,서울특별시
2024-06-07,28.0,18.3,23.1,0.8,서울특별시
2024-06-08,25.0,17.9,20.3,16.9,서울특별시
2024-06-09,28.8,17.4,22.9,0.0,서울특별시
2024-06-10,31.1,19.0,24.7,0.0,서울특별시
2024-06-11,31.6,21.7,25.4,0.0,서울특별시
2024-06-12,31.8,19.2,24.8,0.0,서울특별시
2024-06-13,32.8,20.0,26.4,0.0,서울특별시
2024-06-14,33.0,21.4,26.3,0.0,서울특별시
2024-06-15,28.2,21.8,24.2,6.1,서울특별시
2024-06-16,29.5,19.9,24.3,0.0,서울특별시
2024-06-17,30.2,18.9,24.8,0.0,서울특별시
2024-06-18,32.9,20.4,26.0,0.0,서울특별시
2024-06-19,35.8,21.4,28.8,0.0,서울특별시
2024-06-20,35.4,23.4,29.4,0.0,서울특별시
2024-06-21,33.9,22.9,28.1,0.0,서울특별시
2024-06-22,26.1,22.6,24.2,16.5,서울특별시
2024-06-23,30.1,22.5,25.1,5.1,서울특별시
2024-06-24,27.9,21.2,24.3,0.0,서울특별시
2024-06-25,27.2,19.1,22.9,0.0,서울특별시
2024-06-26,31.6,18.9,24.9,0.0,서울특별시
2024-06-27,31.6,20.6,26.3,0.0,서울특별시
2024-06-28,32.5,21.3,26.6,0.0,서울특별시
2024-06-29,32.3,21.6,26.7,38.3,서울특별시
2024-06-30,24.9,22.0,23.5,32.2,서울특별시
2024-07-01,31.3,22.0,26.3,0.0,서울특별시
2024-07-02,25.2,21.9,23.2,65.1,서울특별시
2024-07-03,25.9,23.6,24.7,0.8,서울특별시
2024-07-04,30.6,23.2,26.8,3.6,서울특별시
2024-07-05,26.1,21.3,23.4,4.1,서울특별시
2024-07-06,30.0,22.1,25.1,2.8,서울특별시
2024-07-07,28.2,21.5,24.4,28.7,서울특별시
2024-07-08,24.5,23.1,23.8,21.1,서울특별시
2024-07-09,26.7,22.7,24.5,0.3,서울특별시
2024-07-10,31.1,22.7,26.6,1.4,서울특별시
2024-07-11,28.9,23.3,25.7,0.0,서울특별시
2024-07-12,30.2,21.8,25.6,0.0,서울특별시
2024-07-13,33.3,23.5,28.1,0.0,서울특별시
2024-07-14,32.1,24.9,28.4,0.4,서울특별시
2024-07-15,31.3,24.5,28.4,0.0,서울특별시
2024-07-16,30.7,24.6,27.0,17.0,서울특별시
2024-07-17,28.1,24.1,25.4,98.8,서울특별시
2024-07-18,25.6,23.1,24.3,128.8,서울특별시
2024-07-19,30.8,24.2,27.0,0.1,서울특별시
2024-07-20,30.6,25.1,27.2,14.9,서울특별시
2024-07-21,29.8,22.5,26.5,8.5,서울특별시
2024-07-22,27.9,24.3,26.6,79.9,서울특별시
2024-07-23,27.3,25.8,26.4,2.0,서울특별시
2024-07-24,30.9,26.0,28.1,14.7,서울특별시
2024-07-25,32.2,25.4,28.8,25.3,서울특별시
2024-07-26,32.7,25.2,28.7,5.5,서울특별시
2024-07-27,31.7,27.5,28.9,33.5,서울특별시
2024-07-28,32.2,27.3,29.2,0.0,서울특별시
2024-07-29,27.8,26.8,27.4,0.0,서울특별시
2024-07-30,31.9,26.3,28.6,0.0,서울특별시
2024-07-31,33.3,27.0,29.4,0.0,서울특별시
2024-08-01,33.2,27.3,29.9,0.3,서울특별시
2024-08-02,32.5,28.2,29.6,0.0,서울특별시
2024-08-03,34.2,27.2,30.2,0.0,서울특별시
2024-08-04,36.2,27.3,31.8,0.0,서울특별시
2024-08-05,33.7,26.9,30.0,1.3,서울특별시
2024-08-06,33.5,25.6,29.5,0.0,서울특별시
2024-08-07,33.4,27.2,29.6,3.4,서울특별시
2024-08-08,31.6,26.9,28.5,0.0,서울특별시
2024-08-09,33.6,25.6,29.3,0.0,서울특별시
2024-08-10,33.6,26.4,30.0,0.0,서울특별시
2024-08-11,34.4,27.8,30.8,0.0,서울특별시
2024-08-12,34.1,28.2,31.1,0.0,서울특별시
2024-08-13,36.4,28.1,31.3,0.0,서울특별시
2024-08-14,34.9,27.3,30.0,3.0,서울특별시
2024-08-15,34.6,26.7,29.2,6.4,서울특별시
2024-08-16,34.3,26.8,29.8,0.0,서울특별시
2024-08-17,34.0,27.2,29.8,11.0,서울특별시
2024-08-18,33.9,27.0,29.5,0.0,서울특별시
2024-08-19,35.3,26.3,29.7,2.3,서울특별시
2024-08-20,35.4,27.0,31.4,0.0,서울특별시
2024-08-21,30.8,26.9,28.4,42.2,서울특별시
2024-08-22,30.3,27.1,28.6,0.6,서울특별시
2024-08-23,31.8,26.4,28.4,0.0,서울특별시
2024-08-24,30.9,25.1,27.6,2.0,서울특별시
2024-08-25,32.7,24.9,28.5,0.0,서울특별시
2024-08-26,30.6,25.6,28.1,0.0,서울특별시
2024-08-27,30.3,24.6,26.5,0.3,서울특별시
2024-08-28,33.2,23.0,28.2,0.0,서울특별시
2024-08-29,33.5,23.4,28.4,0.0,서울특별시
2024-08-30,32.9,23.7,28.0,0.0,서울특별시
2024-08-31,33.0,22.6,27.6,0.0,서울특별시
2024-09-01,31.6,24.6,27.1,0.0,서울특별시
2024-09-02,26.9,22.2,24.5,2.7,서울특별시
2024-09-03,32.0,23.2,27.0,0.0,서울특별시
2024-09-04,33.3,23.2,27.9,0.0,서울특별시
2024-09-05,28.8,25.6,26.3,6.9,서울특별시
2024-09-06,25.7,23.3,24.0,0.7,서울특별시
2024-09-07,31.3,22.8,26.5,0.0,서울특별시
2024-09-08,32.8,22.6,27.2,0.0,서울특별시
2024-09-09,34.1,24.1,28.5,0.0,서울특별시
2024-09-10,33.9,25.6,29.4,0.0,서울특별시
2024-09-11,34.6,25.4,29.0,0.4,서울특별시
2024-09-12,27.1,24.8,25.4,32.7,서울특별시
2024-09-13,28.0,24.2,25.9,7.6,서울특별시
2024-09-14,32.2,25.2,28.0,0.0,서울특별시
2024-09-15,32.4,24.2,27.5,0.0,서울특별시
2024-09-16,32.2,21.3,26.8,9.5,서울특별시
2024-09-17,33.2,25.8,28.6,0.0,서울특별시
2024-09-18,33.6,26.5,29.4,0.7,서울특별시
2024-09-19,32.6,25.6,29.1,0.0,서울특별시
2024-09-20,28.6,17.9,25.0,54.5,서울특별시
2024-09-21,21.9,17.1,19.3,27.0,서울특별시
2024-09-22,26.7,16.9,21.0,0.0,서울특별시
2024-09-23,26.1,16.6,20.8,0.0,서울특별시
2024-09-24,26.9,15.6,21.0,0.0,서울특별시
2024-09-25,27.3,18.6,23.3,0.0,서울특별시
2024-09-26,28.0,21.1,23.6,1.2,서울특별시
2024-09-27,28.0,19.1,22.7,0.0,서울특별시
2024-09-28,27.9,19.2,23.2,0.0,서울특별시
2024-09-29,29.0,19.1,23.5,0.0,서울특별시
2024-09-30,28.5,18.3,23.0,0.0,서울특별시
2024-10-01,21.7,13.3,18.3,2.5,서울특별시
2024-10-02,19.9,11.6,14.9,0.0,서울특별시
2024-10-03,22.5,10.8,16.4,0.0,서울특별시
2024-10-04,24.2,11.9,17.6,0.0,서울특별시
2024-10-05,24.4,11.6,17.5,0.0,서울특별시
2024-10-06,17.9,12.3,15.4,0.0,서울특별시
2024-10-07,20.7,14.0,16.9,0.0,서울특별시
2024-10-08,23.9,12.7,17.7,0.0,서울특별시
2024-10-09,24.4,13.9,18.8,0.0,서울특별시
2024-10-10,24.1,15.3,18.8,0.0,서울특별시
2024-10-11,24.4,13.9,18.6,0.0,서울특별시
2024-10-12,24.7,13.4,18.3,0.0,서울특별시
2024-10-13,22.6,12.6,18.3,0.0,서울특별시
2024-10-14,21.5,17.6,19.3,0.0,서울특별시
2024-10-15,21.9,17.6,19.2,0.5,서울특별시
2024-10-16,24.2,14.4,18.2,0.0,서울특별시
2024-10-17,25.7,13.8,19.0,0.0,서울특별시
2024-10-18,18.8,16.2,17.4,47.1,서울특별시
2024-10-19,21.1,12.4,16.6,1.0,서울특별시
2024-10-20,17.8,10.5,13.4,0.0,서울특별시
2024-10-21,19.3,9.7,14.8,0.0,서울특별시
2024-10-22,16.6,14.9,15.5,20.6,서울특별시
2024-10-23,15.5,9.4,12.7,2.3,서울특별시
2024-10-24,18.4,7.1,12.5,0.0,서울특별시
2024-10-25,21.5,8.7,14.9,0.0,서울특별시
2024-10-26,24.0,10.7,17.0,0.0,서울특별시
2024-10-27,18.8,14.0,16.0,0.0,서울특별시
2024-10-28,20.4,12.3,15.7,0.0,서울특별시
2024-10-29,18.3,13.4,15.0,0.0,서울특별시
2024-10-30,21.4,11.4,15.7,0.0,서울특별시
2024-10-31,22.6,11.0,15.9,0.0,서울특별시
2024-11-01,18.7,12.9,15.3,0.0,서울특별시
2024-11-02,25.1,13.0,18.1,0.0,서울특별시
2024-11-03,23.5,13.0,17.6,0.0,서울특별시
2024-11-04,18.3,8.9,14.8,0.1,서울특별시
2024-11-05,14.7,5.6,9.1,0.0,서울특별시
2024-11-06,12.5,4.1,7.5,0.0,서울특별시
2024-11-07,15.7,1.6,7.8,0.0,서울특별시
2024-11-08,18.1,3.1,10.2,0.0,서울특별시
2024-11-09,20.3,6.8,12.9,0.0,서울특별시
2024-11-10,21.0,10.3,14.4,0.0,서울특별시
2024-11-11,21.8,9.7,14.6,0.0,서울특별시
2024-11-12,19.2,11.0,14.3,0.0,서울특별시
2024-11-13,21.3,8.3,14.2,0.0,서울특별시
2024-11-14,16.8,13.2,14.8,0.1,서울특별시
2024-11-15,21.5,13.7,17.0,0.0,서울특별시
2024-11-16,22.6,14.4,17.0,6.5,서울특별시
2024-11-17,14.4,2.1,7.0,0.0,서울특별시
2024-11-18,7.9,-0.7,2.8,0.0,서울특별시
2024-11-19,11.3,0.3,5.7,0.0,서울특별시
2024-11-20,9.6,2.4,6.5,0.0,서울특별시
2024-11-21,14.1,6.0,9.7,0.0,서울특별시
2024-11-22,10.6,3.3,6.2,0.0,서울특별시
2024-11-23,12.6,1.5,6.4,0.0,서울특별시
2024-11-24,14.2,2.6,7.4,0.0,서울특별시
2024-11-25,15.4,3.6,10.1,0.0,서울특별시
2024-11-26,12.7,1.0,5.8,26.0,서울특별시
2024-11-27,1.2,-1.3,-0.4,22.4,서울특별시
2024-11-28,3.4,-1.7,0.8,4.9,서울특별시
2024-11-29,3.4,-3.4,0.2,0.0,서울특별시
2024-11-30,5.6,-0.5,2.5,0.0,서울특별시
2024-12-01,8.2,1.6,5.2,0.5,서울특별시
2024-12-02,13.0,0.6,6.4,0.0,서울특별시
2024-12-03,5.2,-2.4,1.3,0.0,서울특별시
2024-12-04,6.9,-0.6,3.1,0.0,서울특별시
2024-12-05,8.8,-0.1,3.9,1.8,서울특별시
2024-12-06,5.2,-0.4,2.1,0.0,서울특별시
2024-12-07,4.6,-2.5,0.2,0.0,서울특별시
2024-12-08,4.1,-3.9,-0.2,0.0,서울특별시
2024-12-09,7.4,-3.8,1.0,0.0,서울특별시
2024-12-10,6.9,-1.9,2.6,0.0,서울특별시
2024-12-11,8.2,0.2,3.0,0.0,서울특별시
2024-12-12,5.4,-3.2,0.5,0.0,서울특별시
2024-12-13,4.5,-1.5,1.0,0.0,서울특별시
2024-12-14,2.5,-3.6,-0.8,0.0,서울특별시
2024-12-15,5.4,-2.2,1.2,0.0,서울특별시
2024-12-16,3.9,-3.3,-0.2,0.0,서울특별시
2024-12-17,3.8,-3.5,-0.8,0.0,서울특별시
2024-12-18,0.9,-6.2,-3.4,0.0,서울특별시
2024-12-19,4.9,-6.7,-1.4,0.0,서울특별시
